project_number,file_name,line_of_business,state,received_at_est,delivered_at_est,sla_met,is_urgent,qa_delivery_by,comment,status_hours,status_label,internal,dtp_1,new,fuzzy,total,dtp_2,pm,it_eng,qa,record_id,assigned_analyst_id,template_type,language_code,received_at_utc,delivered_at_utc,egnyte_direct_link,egnyte_file_path,egnyte_file_size_kb,created_by,updated_by,created_at,updated_at
MOHE-260529-4572,MHNY SWH STD Mbr Materials_40e32e89-24cc-4d7e-8ce0-bf6ec3d916c6_ru,NY Molina SWH – PDF,NY,2026-05-28 18:00:00,2026-05-29 15:10:00,Y,,,,21.16,21.16 Consecutive Business Hours,,,,,,0,0,0,0,6827b51a-6edc-4235-9f6f-6e487f553414,5,PDF,RUS,2026-05-28T22:00:00Z,2026-05-29T19:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Care Plan_255efb57-d541-4acd-81ea-a2fecb8670f1_ru,NY Molina SWH – PDF,NY,2026-05-28 15:00:00,2026-06-01 17:11:00,Y,,,,50.18,50.18 Consecutive Business Hours,,1.8,,,9181,0.63,0.41,0.76,0,d1669cb8-c403-48cd-9746-bad0d2f9e07e,,PDF,RUS,2026-05-28T19:00:00Z,2026-06-01T21:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD UTC_54940623-0296-4c33-ba4d-9a42ab213ac3_ru,NY Molina SWH – PDF,NY,2026-05-28 18:00:00,2026-06-01 17:11:00,Y,,,,47.18,47.18 Consecutive Business Hours,,,,,,0,0,0,0,42309839-4195-4f70-a9ee-8ad3c7a81974,2,PDF,RUS,2026-05-28T22:00:00Z,2026-06-01T21:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Mbr Materials_e110f23b-fc0b-44cf-b672-7ae826205951_ru,NY Molina SWH – PDF,NY,2026-05-28 18:00:00,2026-06-01 17:11:00,Y,,,,47.18,47.18 Consecutive Business Hours,,,,,,0,0,0,0,fbe82933-9183-4d46-bedd-42e51ae3d175,5,PDF,RUS,2026-05-28T22:00:00Z,2026-06-01T21:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD UTC_4b030e62-b53e-4d32-abe7-754d6b5a92fa_ru,NY Molina SWH – PDF,NY,2026-05-28 18:00:00,2026-06-01 17:11:00,Y,,,,47.18,47.18 Consecutive Business Hours,,,,,,0,0,0,0,4af4e215-d457-4c4a-8cb5-83d5bfd82909,,PDF,RUS,2026-05-28T22:00:00Z,2026-06-01T21:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260529-4572,MHNY SWH STD Mbr Materials_c3e2085a-37da-467e-8b86-946297869400_ru,NY Molina SWH – PDF,NY,2026-05-28 21:00:00,2026-06-01 17:11:00,Y,,,,33.19,33.19 Consecutive Business Hours,,,,,,0,0,0,0,3d5b4a5e-bbf6-4f7c-b101-f52479bd2ce1,5,PDF,RUS,2026-05-29T01:00:00Z,2026-06-01T21:11:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_2ea74f8c-9849-4744-aa2a-1a0b2a17e5ae_ru,NY Molina SWH – PDF,NY,2026-05-29 21:01:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,Registro manual por ingreso de cartas repetidas del 5/19,1.8,,,2233,0.63,0.41,0.76,0,cfa8f23a-ffa4-41af-b174-f818e7167749,,PDF,RUS,2026-05-30T01:01:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_4c2a26a1-bb2b-4378-aa1b-0110597ce7c7_ru,NY Molina SWH – PDF,NY,2026-05-29 21:01:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,,,,,,0,0,0,0,b37d51b5-6cbb-46e0-94d8-95c64183e6ff,2,PDF,RUS,2026-05-30T01:01:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_ed9059b6-0ad5-4344-bf33-01c7a6d3ba74_ru,NY Molina SWH – PDF,NY,2026-05-31 06:00:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,,,,,,0,0,0,0,36fbab18-e923-4983-b68c-5dc670516752,,PDF,RUS,2026-05-31T10:00:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_af692290-cfac-4626-99c3-086125ea27bc_ru_ERR,NY Molina SWH – PDF,NY,2026-05-31 15:00:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,Repetida,,,,,0,0,0,0,94d5be98-a1b1-4556-b387-cfcd55e8b444,5,PDF,RUS,2026-05-31T19:00:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_6fc5290b-0926-4ba6-a617-db313329bd75_ru_ERR,NY Molina SWH – PDF,NY,2026-05-31 15:00:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,Repetida,,,,,0,0,0,0,c2967211-2d5e-4731-8f33-8f51b9b18a21,,PDF,RUS,2026-05-31T19:00:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_e14f0468-e2f0-4a67-b1d6-a3b12c75ae60_ru_ERR,NY Molina SWH – PDF,NY,2026-05-31 15:00:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,Repetida,,,,,0,0,0,0,5b3db354-6770-4970-a7b7-b59681c0236f,,PDF,RUS,2026-05-31T19:00:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_0fc0b2f0-4fcd-4f6b-895c-08f10787802b_ru_ERR,NY Molina SWH – PDF,NY,2026-05-31 15:00:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,Repetida,,,,,0,0,0,0,85028073-cee1-445a-ab0b-8ce593960c5d,2,PDF,RUS,2026-05-31T19:00:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_43b4fdf8-42a7-4876-a5a6-ddfbfdcb5ddd_ru_ERR,NY Molina SWH – PDF,NY,2026-05-31 15:00:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,Repetida,,,,,0,0,0,0,fb9bc84b-0419-4287-849d-6a7dad02fe83,,PDF,RUS,2026-05-31T19:00:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260601-4634,MHNY SWH STD Mbr Materials_69d42cfe-c26a-4826-a257-cc6e3345bd0d_ru,NY Molina SWH – PDF,NY,2026-05-31 21:00:00,2026-06-01 16:19:00,Y,,,,8.33,8.33 Consecutive Business Hours,,,,,,0,0,0,0,388711ff-bb91-4173-983a-b8fb65d79fbb,,PDF,RUS,2026-06-01T01:00:00Z,2026-06-01T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Advance Directive_9cc7012c-cd88-4bd5-82d1-4c8955115da2_ru,NY Molina SWH – PDF,NY,2026-05-29 15:01:00,2026-06-02 12:45:00,Y,,,,45.74,45.74 Consecutive Business Hours,,2.2,0,0,6646,0.77,0.51,0.92,0,2e5123e7-3536-4997-8e14-aca26b889b53,5,PDF,RUS,2026-05-29T19:01:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_7d728a9e-9431-4201-862c-bffa1ba34983_ru,NY Molina SWH – PDF,NY,2026-05-29 15:01:00,2026-06-02 12:45:00,Y,,,,45.74,45.74 Consecutive Business Hours,,,,,,0,0,0,0,9209ca4d-5ba9-48e9-9bcd-2e7a31163cf7,,PDF,RUS,2026-05-29T19:01:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_fbb9f775-a83f-48be-a1e9-fe764bcb97a7_ru,NY Molina SWH – PDF,NY,2026-05-29 16:00:00,2026-06-02 12:45:00,Y,,,,44.76,44.76 Consecutive Business Hours,,,,,,0,0,0,0,cb46c8d1-9d24-4008-9f45-a59b259234ef,2,PDF,RUS,2026-05-29T20:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD UTC_08ad010a-ea57-4d90-902b-9a4757a1fc07_ru,NY Molina SWH – PDF,NY,2026-05-29 16:00:00,2026-06-02 12:45:00,Y,,,,44.76,44.76 Consecutive Business Hours,,,,,,0,0,0,0,140ab26a-b535-4bce-b5a8-f965843796d1,,PDF,RUS,2026-05-29T20:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Advance Directive_912d4ba1-e825-48a0-b74d-6040d8c2acce_ru,NY Molina SWH – PDF,NY,2026-05-29 16:00:00,2026-06-02 12:45:00,Y,,,,44.75,44.75 Consecutive Business Hours,,,,,,0,0,0,0,e525eec6-169a-46f1-9ff3-3415e4c18a3b,,PDF,RUS,2026-05-29T20:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_aaf9485f-8236-404e-9825-1469374645f0_ru,NY Molina SWH – PDF,NY,2026-05-29 18:00:00,2026-06-02 12:45:00,Y,,,,42.76,42.76 Consecutive Business Hours,,,,,,0,0,0,0,156461ee-378f-4ec4-ace0-de616b1786a2,,PDF,RUS,2026-05-29T22:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_db937f29-a5b7-4bfb-959e-8cc1076559f7_ru,NY Molina SWH – PDF,NY,2026-05-29 18:00:00,2026-06-02 12:45:00,Y,,,,42.76,42.76 Consecutive Business Hours,,,,,,0,0,0,0,4317dcbc-5dd5-435c-a650-69d401b4d7c8,2,PDF,RUS,2026-05-29T22:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_9841a69a-76bc-4d85-8969-3f9046649507_ru,NY Molina SWH – PDF,NY,2026-05-29 18:00:00,2026-06-02 12:45:00,Y,,,,42.75,42.75 Consecutive Business Hours,,,,,,0,0,0,0,c6a9d21c-627a-4b45-bafc-0c35b0f6d3ef,,PDF,RUS,2026-05-29T22:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_55381abf-bfc3-4a33-917a-96a778cd7c13_ru,NY Molina SWH – PDF,NY,2026-05-29 18:00:00,2026-06-02 12:45:00,Y,,,,42.75,42.75 Consecutive Business Hours,,,,,,0,0,0,0,27f48af6-4a38-4575-a758-429b8ad42da9,2,PDF,RUS,2026-05-29T22:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_41950b91-be8e-4a49-8cef-2268b50ac0c7_ru,NY Molina SWH – PDF,NY,2026-05-29 18:00:00,2026-06-02 12:45:00,Y,,,,42.75,42.75 Consecutive Business Hours,,,,,,0,0,0,0,a5712106-2aee-4888-a078-7e97ce1249d9,,PDF,RUS,2026-05-29T22:00:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260602-4670,MHNY SWH STD Mbr Materials_69b1055e-2e2b-41b2-a8c5-da8619c7720c_ru,NY Molina SWH – PDF,NY,2026-05-29 21:01:00,2026-06-02 12:45:00,Y,,,,28.76,28.76 Consecutive Business Hours,,,,,,0,0,0,0,7666100a-3501-404f-a5c0-1ad7346c9f73,,PDF,RUS,2026-05-30T01:01:00Z,2026-06-02T16:45:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_ef1552b8-b390-4153-be72-9e01fd829b00_ru,NY Molina SWH – PDF,NY,2026-06-01 15:00:00,2026-06-03 08:44:00,Y,,,,41.73,41.73 Consecutive Business Hours,,1.8,0,0,4868,0.63,0.41,0.76,0,92fec10b-8f70-40fa-8e58-ccfd196bda6f,,PDF,RUS,2026-06-01T19:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_916d1bbe-6a83-4bbe-a80e-ad0c4a83e42e_ru,NY Molina SWH – PDF,NY,2026-06-01 15:00:00,2026-06-03 08:44:00,Y,,,,41.73,41.73 Consecutive Business Hours,,,,,,0,0,0,0,7902cebb-4782-4ba4-beb6-a8865d17e4d3,,PDF,RUS,2026-06-01T19:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_86bc50a7-deff-4cb0-8e47-66aaf71b224b_ru,NY Molina SWH – PDF,NY,2026-06-01 15:00:00,2026-06-03 08:44:00,Y,,,,41.73,41.73 Consecutive Business Hours,,,,,,0,0,0,0,7f796309-b2c8-4c7b-b058-152655929d42,2,PDF,RUS,2026-06-01T19:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_e90c0fad-029e-40d9-9a4d-8d0aad1dc333_ru,NY Molina SWH – PDF,NY,2026-06-01 16:00:00,2026-06-03 08:44:00,Y,,,,40.74,40.74 Consecutive Business Hours,,,,,,0,0,0,0,361009be-682a-42d0-8a0c-3e1f05f9f1b2,,PDF,RUS,2026-06-01T20:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_6fcd33e1-2039-45a2-a3b1-2998d28acd01_ru,NY Molina SWH – PDF,NY,2026-06-01 18:00:00,2026-06-03 08:44:00,Y,,,,38.73,38.73 Consecutive Business Hours,,,,,,0,0,0,0,2d1e30e3-d97c-47bc-9a03-15cdb10ac5cf,,PDF,RUS,2026-06-01T22:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_c474280f-bfbd-4e71-a70a-1628612831b1_ru,NY Molina SWH – PDF,NY,2026-06-01 21:00:00,2026-06-03 08:44:00,Y,,,,24.74,24.74 Consecutive Business Hours,,,,,,0,0,0,0,85eb169a-26c6-489c-bba1-cfdf7919dfb5,2,PDF,RUS,2026-06-02T01:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_b04bbcc2-f0cc-4873-807a-ed2cc959c0b1_ru,NY Molina SWH – PDF,NY,2026-06-01 21:00:00,2026-06-03 08:44:00,Y,,,,24.74,24.74 Consecutive Business Hours,,,,,,0,0,0,0,e99471e8-1875-4d80-8354-eb20e3bebb45,,PDF,RUS,2026-06-02T01:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_40a7882c-0398-4376-a41f-984e0eb97f09_ru,NY Molina SWH – PDF,NY,2026-06-01 21:00:00,2026-06-03 08:44:00,Y,,,,24.74,24.74 Consecutive Business Hours,,,,,,0,0,0,0,b02fe350-dab1-4eca-80b9-440a5761e8ea,,PDF,RUS,2026-06-02T01:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260603-4712,MHNY SWH STD Mbr Materials_3bc69e90-feee-4307-b433-dce73bbb41e3_ru,NY Molina SWH – PDF,NY,2026-06-01 21:00:00,2026-06-03 08:44:00,Y,,,,24.74,24.74 Consecutive Business Hours,,,,,,0,0,0,0,c0b140b0-3d11-4f3f-af8a-1be6a4c9c845,2,PDF,RUS,2026-06-02T01:00:00Z,2026-06-03T12:44:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_6b6a8680-1494-412b-937b-6e696d4a0daa_ru,NY Molina SWH – PDF,NY,2026-06-02 15:00:00,2026-06-04 09:00:00,Y,,,,41.99,41.99 Consecutive Business Hours,,1.6,0,0,4153,0.56,0.37,0.67,0,1f96048e-d3f1-4799-9950-6bda8bff795f,,PDF,RUS,2026-06-02T19:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_a2a87a72-a0d0-4f39-9368-6d0e461a16f6_ru,NY Molina SWH – PDF,NY,2026-06-02 18:00:00,2026-06-04 09:00:00,Y,,,,39,39.00 Consecutive Business Hours,,,,,,0,0,0,0,efe8d504-4fc6-432e-a488-833bce2c12a0,,PDF,RUS,2026-06-02T22:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_ee585c9f-fb96-49d3-a658-bdcd570685c8_ru,NY Molina SWH – PDF,NY,2026-06-02 18:00:00,2026-06-04 09:00:00,Y,,,,39,39.00 Consecutive Business Hours,,,,,,0,0,0,0,bd9993e2-e24b-4d5a-9c22-c29d1e8749a9,2,PDF,RUS,2026-06-02T22:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_cc744075-f129-424e-b259-2e68f9ebbe9b_ru,NY Molina SWH – PDF,NY,2026-06-02 18:00:00,2026-06-04 09:00:00,Y,,,,39,39.00 Consecutive Business Hours,,,,,,0,0,0,0,d00e546e-00f9-430d-9668-87dbae010747,,PDF,RUS,2026-06-02T22:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_1083a34e-e5c5-448c-8c1a-05fb9d9ec9e8_ru,NY Molina SWH – PDF,NY,2026-06-02 18:00:00,2026-06-04 09:00:00,Y,,,,39,39.00 Consecutive Business Hours,,,,,,0,0,0,0,fdabaa5c-84cc-4978-88cf-3e127d79fb3d,,PDF,RUS,2026-06-02T22:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_cb4641ed-f0d6-446c-9a3c-42b0d7cad836_ru,NY Molina SWH – PDF,NY,2026-06-02 18:00:00,2026-06-04 09:00:00,Y,,,,39,39.00 Consecutive Business Hours,,,,,,0,0,0,0,78a27297-decd-4ad1-8fea-85dd84602be2,,PDF,RUS,2026-06-02T22:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_9b39af4f-291a-4897-8574-bc021908ecb3_ru,NY Molina SWH – PDF,NY,2026-06-02 18:00:00,2026-06-04 09:00:00,Y,,,,39,39.00 Consecutive Business Hours,,,,,,0,0,0,0,58861b30-fa08-4a78-a887-afefbdbee35b,2,PDF,RUS,2026-06-02T22:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4758,MHNY SWH STD Mbr Materials_b6edc332-2572-4eae-a6b7-5fbd4066ed65_ru,NY Molina SWH – PDF,NY,2026-06-02 18:00:00,2026-06-04 09:00:00,Y,,,,38.99,38.99 Consecutive Business Hours,,,,,,0,0,0,0,fffb7c22-0d3b-4b08-a82c-e7a004d2390f,,PDF,RUS,2026-06-02T22:00:00Z,2026-06-04T13:00:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_f46aa7d6-bacd-4cd7-ba0c-360fb740920a_ru,NY Molina SWH – PDF,NY,2026-06-03 12:01:00,2026-06-04 23:29:00,Y,,,,35.47,35.47 Consecutive Business Hours,,2.2,,,,0.77,0.51,0.92,0,0e763bcf-2df6-4230-8579-bbea8d9315c0,,PDF,RUS,2026-06-03T16:01:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Advance Directive_4cd0a44c-189c-4f39-a238-28b6f29e5733_ru,NY Molina SWH – PDF,NY,2026-06-03 12:01:00,2026-06-04 23:29:00,Y,,,,35.47,35.47 Consecutive Business Hours,,,,,,0,0,0,0,eca40961-15a9-4272-a88f-77b14a7db32f,,PDF,RUS,2026-06-03T16:01:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_790465ca-d8cb-4760-a632-7ccf22ceae89_ru,NY Molina SWH – PDF,NY,2026-06-03 15:00:00,2026-06-04 23:29:00,Y,,,,32.48,32.48 Consecutive Business Hours,,,,,,0,0,0,0,5e0646c6-272d-4bd9-b450-a663df14c108,2,PDF,RUS,2026-06-03T19:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD UTC_9c159ff3-fa8a-4f68-a392-06fead3e9e91_ru,NY Molina SWH – PDF,NY,2026-06-03 18:00:00,2026-06-04 23:29:00,Y,,,,29.48,29.48 Consecutive Business Hours,,,,,,0,0,0,0,13030ac8-78ca-4cf0-bd59-5e81e85dff08,,PDF,RUS,2026-06-03T22:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Advance Directive_d0dc7bd2-20a1-4133-89ee-342132182bef_ru,NY Molina SWH – PDF,NY,2026-06-03 18:00:00,2026-06-04 23:29:00,Y,,,,29.48,29.48 Consecutive Business Hours,,,,,,0,0,0,0,8c441978-843d-4c6f-b27f-b37d112ec37a,,PDF,RUS,2026-06-03T22:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_a0416153-4e80-4be7-aa41-7b4260ed72f5_ru,NY Molina SWH – PDF,NY,2026-06-03 21:00:00,2026-06-04 23:29:00,Y,,,,15.49,15.49 Consecutive Business Hours,,,,,,0,0,0,0,42ad91fa-a5f5-4662-bfa8-e4e886bb451f,1,PDF,RUS,2026-06-04T01:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_67acee77-cc2c-437f-8b35-63a7bbf4f0c4_ru,NY Molina SWH – PDF,NY,2026-06-03 21:00:00,2026-06-04 23:29:00,Y,,,,15.49,15.49 Consecutive Business Hours,,,,,,0,0,0,0,1227fba8-eb4d-4fae-8bd1-f7c3798d2ba1,,PDF,RUS,2026-06-04T01:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_e2ac762e-9778-4ec8-ad15-560b8f2147f1_ru,NY Molina SWH – PDF,NY,2026-06-03 21:00:00,2026-06-04 23:29:00,Y,,,,15.49,15.49 Consecutive Business Hours,,,,,,0,0,0,0,93f33d3d-689b-4b6c-b099-d2c279246c25,,PDF,RUS,2026-06-04T01:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_fd943003-f216-46b8-ae5f-bed8d3465c1b_ru,NY Molina SWH – PDF,NY,2026-06-03 21:00:00,2026-06-04 23:29:00,Y,,,,15.49,15.49 Consecutive Business Hours,,,,,,0,0,0,0,f9ac4ce4-7748-43ca-94dc-839b2725c2f3,1,PDF,RUS,2026-06-04T01:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_47213831-7d2e-446f-94df-5c9917ee7690_ru,NY Molina SWH – PDF,NY,2026-06-03 21:00:00,2026-06-04 23:29:00,Y,,,,15.49,15.49 Consecutive Business Hours,,,,,,0,0,0,0,c8c93ae7-de0c-4337-967e-563ba9a5ebb9,1,PDF,RUS,2026-06-04T01:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260604-4762,MHNY SWH STD Mbr Materials_fea4e9f2-0dc6-4edc-bdea-cd928fa7464c_ru,NY Molina SWH – PDF,NY,2026-06-03 21:00:00,2026-06-04 23:29:00,Y,,,,15.49,15.49 Consecutive Business Hours,,,,,,0,0,0,0,33389862-40cc-4d3e-8e64-6728acd7b57d,,PDF,RUS,2026-06-04T01:00:00Z,2026-06-05T03:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260605-4803,MHNY SWH STD Mbr Materials_3cb3af34-ac0c-4b0a-835b-6058bd8eea35_ru,NY Molina SWH – PDF,NY,2026-06-04 12:00:00,2026-06-05 15:36:00,Y,,,,27.6,27.60 Consecutive Business Hours,,1.4,,,3306,0.49,0.32,0.59,0,c5e887b4-0b76-4efc-8e80-de7184acc312,,PDF,RUS,2026-06-04T16:00:00Z,2026-06-05T19:36:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260605-4803,MHNY SWH STD Mbr Materials_e5e39f75-6647-4dc8-a10f-debddc796f9c_ru,NY Molina SWH – PDF,NY,2026-06-04 15:00:00,2026-06-05 15:36:00,Y,,,,24.6,24.60 Consecutive Business Hours,,,,,,0,0,0,0,33ec17f1-d35a-4f39-8920-5cb98e1f71cb,5,PDF,RUS,2026-06-04T19:00:00Z,2026-06-05T19:36:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260605-4803,MHNY SWH STD Mbr Materials_5f875342-ebb7-40d9-ba7f-5011115dd600_ru,NY Molina SWH – PDF,NY,2026-06-04 15:00:00,2026-06-05 15:36:00,Y,,,,24.6,24.60 Consecutive Business Hours,,,,,,0,0,0,0,5d341c5c-ac23-4aa6-bfcb-a648dd13cec8,,PDF,RUS,2026-06-04T19:00:00Z,2026-06-05T19:36:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
